Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Заблокированный восстанавливающийся блок
appliedenergistics2:facade:0, Кабельный фасад - Разблокированный восстанавливающийся блок
appliedenergistics2:facade:0, Кабельный фасад - Строитель башни
appliedenergistics2:facade:0, Кабельный фасад - Антистроитель
appliedenergistics2:facade:0, Кабельный фасад - Ловушка для гаста
appliedenergistics2:facade:0, Кабельный фасад - Карминитовый реактор
appliedenergistics2:facade:0, Кабельный фасад - Крепкий щит
appliedenergistics2:facade:0, Кабельный фасад - Блок Авроры
appliedenergistics2:facade:0, Кабельный фасад - Подземные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Замшелые подземные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Потресканные подземные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Подземный пол
appliedenergistics2:facade:0, Кабельный фасад - Шиповые листья
appliedenergistics2:facade:0, Кабельный фасад - Бобовые листья
appliedenergistics2:facade:0, Кабельный фасад - Влажный камень смерти
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшийся камень смерти
appliedenergistics2:facade:0, Кабельный фасад - Камень смерти
appliedenergistics2:facade:0, Кабельный фасад - Листва тёмного дерева
appliedenergistics2:facade:0, Кабельный фасад - Колонна Авроры
appliedenergistics2:facade:0, Кабельный фасад - Тролльштейн
appliedenergistics2:facade:0, Кабельный фасад - Прозрачное облако
appliedenergistics2:facade:0, Кабельный фасад - Взбитое облако
appliedenergistics2:facade:0, Кабельный фасад - Гигантский булыжник
appliedenergistics2:facade:0, Кабельный фасад - Гигантское дерево
